UF;IBGE;NOME_MUNICIPIO;ENTIDADE;Adesão
RS;431142;LAJEADO DO BUGRE;SECRETARIA MUNICIPAL DE SAUDE DE LAJEADO DO BUGRE/RS;Sim
RS;431142;LAJEADO DO BUGRE;;Não
SC;420945;LAJEADO GRANDE;SECRETARIA MUNICIPAL DE SAUDE DE LAJEADO GRANDE/SC;Sim
SC;420945;LAJEADO GRANDE;;Não
PR;411320;LAPA;SECRETARIA MUNICIPAL DE SAUDE DE LAPA/PR;Sim
PR;411320;LAPA;;Não
PR;411325;LARANJAL;SECRETARIA MUNICIPAL DE SAUDE DE LARANJAL/PR;Sim
PR;411325;LARANJAL;;Não
PR;411330;LARANJEIRAS DO SUL;SECRETARIA MUNICIPAL DE SAUDE DE LARANJEIRAS DO SUL/PR;Sim
PR;411330;LARANJEIRAS DO SUL;;Não
SC;420950;LAURENTINO;SECRETARIA MUNICIPAL DE SAUDE DE LAURENTINO/SC;Sim
SC;420950;LAURENTINO;;Não
SC;420960;LAURO MULLER;SECRETARIA MUNICIPAL DE SAUDE DE LAURO MULLER/SC;Sim
SC;420960;LAURO MULLER;;Não
RS;431150;LAVRAS DO SUL;;Não
SC;420970;LEBON REGIS;SECRETARIA MUNICIPAL DE SAUDE DE LEBON REGIS/SC;Sim
SC;420970;LEBON RÉGIS;;Não
SC;420980;LEOBERTO LEAL;SECRETARIA MUNICIPAL DE SAUDE DE LEOBERTO LEAL/SC;Sim
SC;420980;LEOBERTO LEAL;;Não
PR;411340;LEOPOLIS;SECRETARIA MUNICIPAL DE SAUDE DE LEOPOLIS/PR;Sim
PR;411340;LEÓPOLIS;;Não
RS;431160;LIBERATO SALZANO;SECRETARIA MUNICIPAL DE SAUDE DE LIBERATO SALZANO/RS;Sim
RS;431160;LIBERATO SALZANO;;Não
PR;411342;LIDIANOPOLIS;SECRETARIA MUNICIPAL DE SAUDE DE LIDIANOPOLIS/PR;Sim
PR;411342;LIDIANÓPOLIS;;Não
PR;411345;LINDOESTE;SECRETARIA MUNICIPAL DE SAUDE DE LINDOESTE/PR;Sim
PR;411345;LINDOESTE;;Não
SC;420985;LINDOIA DO SUL;SECRETARIA MUNICIPAL DE SAUDE DE LINDOIA DO SUL/SC;Sim
SC;420985;LINDÓIA DO SUL;;Não
RS;431162;LINDOLFO COLLOR;SECRETARIA MUNICIPAL DE SAUDE DE LINDOLFO COLLOR/RS;Sim
RS;431162;LINDOLFO COLLOR;;Não
RS;431164;LINHA NOVA;SECRETARIA MUNICIPAL DE SAUDE DE LINHA NOVA/RS;Sim
RS;431164;LINHA NOVA;;Não
PR;411350;LOANDA;SECRETARIA MUNICIPAL DE SAUDE DE LOANDA/PR;Sim
PR;411350;LOANDA;;Não
PR;411360;LOBATO;;Não
PR;411370;LONDRINA;SECRETARIA MUNICIPAL DE SAUDE DE LONDRINA/PR;Sim
PR;411370;LONDRINA;;Não
SC;420990;LONTRAS;SECRETARIA MUNICIPAL DE SAUDE DE LONTRAS/SC;Sim
SC;420990;LONTRAS;;Não
SC;421000;LUIZ ALVES;SECRETARIA MUNICIPAL DE SAUDE DE LUIS ALVES/SC;Sim
SC;421000;LUIZ ALVES;;Não
PR;411373;LUIZIANA;SECRETARIA MUNICIPAL DE SAUDE DE LUIZIANA/PR;Sim
PR;411373;LUIZIANA;;Não
PR;411375;LUNARDELLI;SECRETARIA MUNICIPAL DE SAUDE DE LUNARDELLI/PR;Sim
PR;411375;LUNARDELLI;;Não
PR;411380;LUPIONOPOLIS;SECRETARIA MUNICIPAL DE SAUDE DE LUPIONOPOLIS/PR;Sim
PR;411380;LUPIONÓPOLIS;;Não
SC;421003;LUZERNA;SECRETARIA MUNICIPAL DE SAUDE DE LUZERNA/SC;Sim
SC;421003;LUZERNA;;Não
RS;431171;MAÇAMBARÁ;;Não
RS;431170;MACHADINHO;SECRETARIA MUNICIPAL DE SAUDE DE MACHADINHO/RS;Sim
RS;431170;MACHADINHO;;Não
SC;421005;MACIEIRA;SECRETARIA MUNICIPAL DE SAUDE DE MACIEIRA/SC;Sim
SC;421005;MACIEIRA;;Não
SC;421010;MAFRA;SECRETARIA MUNICIPAL DE SAUDE DE MAFRA/SC;Sim
SC;421010;MAFRA;;Não
SC;421020;MAJOR GERCINO;SECRETARIA MUNICIPAL DE SAUDE DE MAJOR GERCINO/SC;Sim
SC;421020;MAJOR GERCINO;;Não
SC;421030;MAJOR VIEIRA;SECRETARIA MUNICIPAL DE SAUDE DE MAJOR VIEIRA/SC;Sim
SC;421030;MAJOR VIEIRA;;Não
PR;411390;MALLET;SECRETARIA MUNICIPAL DE SAUDE DE MALLET/PR;Sim
PR;411390;MALLET;;Não
PR;411400;MAMBORE;SECRETARIA MUNICIPAL DE SAUDE DE MAMBORE/PR;Sim
PR;411400;MAMBORÊ;;Não
RS;431173;MAMPITUBA;SECRETARIA MUNICIPAL DE SAUDE DE MAMPITUBA/RS;Sim
RS;431173;MAMPITUBA;;Não
PR;411410;MANDAGUAÇU;;Não
PR;411420;MANDAGUARI;;Não
PR;411430;MANDIRITUBA;SECRETARIA MUNICIPAL DE SAUDE DE MANDIRITUBA/PR;Sim
PR;411430;MANDIRITUBA;;Não
PR;411435;MANFRINOPOLIS;SECRETARIA MUNICIPAL DE SAUDE DE MANFRINOPOLIS/PR;Sim
PR;411435;MANFRINÓPOLIS;;Não
PR;411440;MANGUEIRINHA;SECRETARIA MUNICIPAL DE SAUDE DE MANGUEIRINHA/PR;Sim
PR;411440;MANGUEIRINHA;;Não
PR;411450;MANOEL RIBAS;SECRETARIA MUNICIPAL DE SAUDE DE MANOEL RIBAS/PR;Sim
PR;411450;MANOEL RIBAS;;Não
RS;431175;MANOEL VIANA;;Não
RS;431177;MAQUINE;SECRETARIA MUNICIPAL DE SAUDE DE MAQUINE/RS;Sim
RS;431177;MAQUINÉ;;Não
SC;421040;MARACAJA;SECRETARIA MUNICIPAL DE SAUDE DE MARACAJA/SC;Sim
SC;421040;MARACAJÁ;;Não
RS;431179;MARATA;SECRETARIA MUNICIPAL DE SAUDE DE MARATA/RS;Sim
RS;431179;MARATÁ;;Não
RS;431180;MARAU;SECRETARIA MUNICIPAL DE SAUDE DE MARAU/RS;Sim
RS;431180;MARAU;;Não
SC;421050;MARAVILHA;SECRETARIA MUNICIPAL DE SAUDE DE MARAVILHA/SC;Sim
SC;421050;MARAVILHA;;Não
RS;431190;MARCELINO RAMOS;SECRETARIA MUNICIPAL DE SAUDE DE MARCELINO RAMOS/RS ;Sim
RS;431190;MARCELINO RAMOS;;Não
PR;411460;MARECHAL CANDIDO RONDON;SECRETARIA MUNICIPAL DE SAUDE DE MARECHAL CANDIDO RONDON/PR;Sim
PR;411460;MARECHAL CÂNDIDO RONDON;;Não
SC;421055;MAREMA;SECRETARIA MUNICIPAL DE SAUDE DE MAREMA/SC;Sim
SC;421055;MAREMA;;Não
PR;411470;MARIA HELENA;SECRETARIA MUNICIPAL DE SAUDE DE MARIA HELENA/PR;Sim
PR;411470;MARIA HELENA;;Não
PR;411480;MARIALVA;;Não
RS;431198;MARIANA PIMENTEL;SECRETARIA MUNICIPAL DE SAUDE DE MARIANA PIMENTEL/RS;Sim
RS;431198;MARIANA PIMENTEL;;Não
RS;431200;MARIANO MORO;SECRETARIA MUNICIPAL DE SAUDE DE MARIANO MORO/RS;Sim
RS;431200;MARIANO MORO;;Não
PR;411490;MARILANDIA DO SUL;SECRETARIA MUNICIPAL DE SAUDE DE MARILANDIA DO SUL/PR;Sim
PR;411490;MARILÂNDIA DO SUL;;Não
PR;411500;MARILENA;SECRETARIA MUNICIPAL DE SAUDE DE MARILENA/PR;Sim
PR;411500;MARILENA;;Não
PR;411510;MARILUZ;SECRETARIA MUNICIPAL DE SAUDE DE MARILUZ/PR;Sim
PR;411510;MARILUZ;;Não
PR;411520;MARINGÁ;;Não
PR;411530;MARIOPOLIS;SECRETARIA MUNICIPAL DE SAUDE DE MARIOPOLIS/PR;Sim
PR;411530;MARIÓPOLIS;;Não
PR;411535;MARIPA;SECRETARIA MUNICIPAL DE SAUDE DE MARIPA/PR;Sim
PR;411535;MARIPÁ;;Não
PR;411540;MARMELEIRO;SECRETARIA MUNICIPAL DE SAUDE DE MARMELEIRO/PR;Sim
PR;411540;MARMELEIRO;;Não
RS;431205;MARQUES DE SOUZA;SECRETARIA MUNICIPAL DE SAUDE DE MARQUES DE SOUZA/RS;Sim
RS;431205;MARQUES DE SOUZA;;Não
PR;411545;MARQUINHO;SECRETARIA MUNICIPAL DE SAUDE DE MARQUINHO/PR;Sim
PR;411545;MARQUINHO;;Não
PR;411550;MARUMBI;SECRETARIA MUNICIPAL DE SAUDE DE MARUMBI/PR;Sim
PR;411550;MARUMBI;;Não
SC;421060;MASSARANDUBA;SECRETARIA MUNICIPAL DE SAUDE DE MASSARANDUBA/SC;Sim
SC;421060;MASSARANDUBA;;Não
RS;431210;MATA;SECRETARIA MUNICIPAL DE SAUDE DE MATA/RS;Sim
RS;431210;MATA;;Não
PR;411560;MATELANDIA;SECRETARIA MUNICIPAL DE SAUDE DE MATELANDIA/PR;Sim
PR;411560;MATELÂNDIA;;Não
PR;411570;MATINHOS;SECRETARIA MUNICIPAL DE SAUDE DE MATINHOS/PR;Sim
PR;411570;MATINHOS;;Não
RS;431213;MATO CASTELHANO;SECRETARIA MUNICIPAL DE SAUDE DE MATO CASTELHANO/RS;Sim
RS;431213;MATO CASTELHANO;;Não
RS;431215;MATO LEITAO;SECRETARIA MUNICIPAL DE SAUDE DE MATO LEITAO/RS;Sim
RS;431215;MATO LEITÃO;;Não
RS;431217;MATO QUEIMADO;SECRETARIA MUNICIPAL DE SAUDE DE MATO QUEIMADO/RS;Sim
RS;431217;MATO QUEIMADO;;Não
PR;411573;MATO RICO;SECRETARIA MUNICIPAL DE SAUDE DE MATO RICO/PR;Sim
PR;411573;MATO RICO;;Não
SC;421070;MATOS COSTA;SECRETARIA MUNICIPAL DE SAUDE DE MATOS COSTA/SC;Sim
SC;421070;MATOS COSTA;;Não
PR;411575;MAUA DA SERRA;SECRETARIA MUNICIPAL DE SAUDE DE MAUA DA SERRA/PR;Sim
PR;411575;MAUÁ DA SERRA;;Não
RS;431220;MAXIMILIANO DE ALMEIDA;SECRETARIA MUNICIPAL DE SAUDE DE MAXIMILIANO DE ALMEIDA/RS;Sim
RS;431220;MAXIMILIANO DE ALMEIDA;;Não
PR;411580;MEDIANEIRA;SECRETARIA MUNICIPAL DE SAUDE DE MEDIANEIRA/PR;Sim
PR;411580;MEDIANEIRA;;Não
SC;421080;MELEIRO;SECRETARIA MUNICIPAL DE SAUDE DE MELEIRO/SC;Sim
SC;421080;MELEIRO;;Não
PR;411585;MERCEDES;SECRETARIA MUNICIPAL DE SAUDE DE MERCEDES/PR;Sim
PR;411585;MERCEDES;;Não
RS;431225;MINAS DO LEAO;SECRETARIA MUNICIPAL DE SAUDE DE MINAS DO LEAO/RS;Sim
RS;431225;MINAS DO LEÃO;;Não
PR;411590;MIRADOR;SECRETARIA MUNICIPAL DE SAUDE DE MIRADOR/PR;Sim
PR;411590;MIRADOR;;Não
RS;431230;MIRAGUAI;SECRETARIA MUNICIPAL DE SAUDE DE MIRAGUAI/RS;Sim
RS;431230;MIRAGUAÍ;;Não
PR;411600;MIRASELVA;SECRETARIA MUNICIPAL DE SAUDE DE MIRASELVA/PR;Sim
PR;411600;MIRASELVA;;Não
SC;421085;MIRIM DOCE;SECRETARIA MUNICIPAL DE SAUDE DE MIRIM DOCE/SC;Sim
SC;421085;MIRIM DOCE;;Não
PR;411605;MISSAL;SECRETARIA MUNICIPAL DE SAUDE DE MISSAL/PR;Sim
PR;411605;MISSAL;;Não
SC;421090;MODELO;SECRETARIA MUNICIPAL DE SAUDE DE MODELO/SC;Sim
SC;421090;MODELO;;Não
SC;421100;MONDAI;SECRETARIA MUNICIPAL DE SAUDE DE MONDAI/SC;Sim
SC;421100;MONDAÍ;;Não
RS;431235;MONTAURI;SECRETARIA MUNICIPAL DE SAUDE DE MONTAURI/RS;Sim
RS;431235;MONTAURI;;Não
RS;431237;MONTE ALEGRE DOS CAMPOS;SECRETARIA MUNICIPAL DE SAUDE DE MONTE ALEGRE DOS CAMPOS/RS;Sim
RS;431237;MONTE ALEGRE DOS CAMPOS;;Não
RS;431238;MONTE BELO DO SUL;SECRETARIA MUNICIPAL DE SAUDE DE MONTE BELO DO SUL/RS;Sim
RS;431238;MONTE BELO DO SUL;;Não
SC;421105;MONTE CARLO;SECRETARIA MUNICIPAL DE SAUDE DE MONTE CARLO/SC;Sim
SC;421105;MONTE CARLO;;Não
SC;421110;MONTE CASTELO;SECRETARIA MUNICIPAL DE SAUDE DE MONTE CASTELO/SC;Sim
SC;421110;MONTE CASTELO;;Não
RS;431240;MONTENEGRO;SECRETARIA MUNICIPAL DE SAUDE DE MONTENEGRO/RS;Sim
RS;431240;MONTENEGRO;;Não
PR;411610;MOREIRA SALES;SECRETARIA MUNICIPAL DE SAUDE DE MOREIRA SALES/PR;Sim
PR;411610;MOREIRA SALES;;Não
RS;431242;MORMACO;SECRETARIA MUNICIPAL DE SAUDE DE MORMACO/RS;Sim
RS;431242;MORMAÇO;;Não
PR;411620;MORRETES;SECRETARIA MUNICIPAL DE SAUDE DE MORRETES/PR;Sim
PR;411620;MORRETES;;Não
RS;431244;MORRINHOS DO SUL;SECRETARIA MUNICIPAL DE SAUDE DE MORRINHOS DO SUL/RS;Sim
RS;431244;MORRINHOS DO SUL;;Não
SC;421120;MORRO DA FUMACA;SECRETARIA MUNICIPAL DE SAUDE DE MORRO DA FUMACA/SC;Sim
SC;421120;MORRO DA FUMAÇA;;Não
SC;421125;MORRO GRANDE;SECRETARIA MUNICIPAL DE SAUDE DE MORRO GRANDE/SC;Sim
SC;421125;MORRO GRANDE;;Não
RS;431245;MORRO REDONDO;SECRETARIA MUNICIPAL DE SAUDE DE MORRO REDONDO/RS;Sim
RS;431245;MORRO REDONDO;;Não
RS;431247;MORRO REUTER;SECRETARIA MUNICIPAL DE SAUDE DE MORRO REUTER/RS;Sim
RS;431247;MORRO REUTER;;Não
RS;431250;MOSTARDAS;SECRETARIA MUNICIPAL DE SAUDE DE MOSTARDAS/RS;Sim
RS;431250;MOSTARDAS;;Não
RS;431260;MUCUM;SECRETARIA MUNICIPAL DE SAUDE DE MUCUM/RS;Sim
RS;431260;MUÇUM;;Não
RS;431261;MUITOS CAPOES;SECRETARIA MUNICIPAL DE SAUDE DE MUITOS CAPOES/RS;Sim
RS;431261;MUITOS CAPÕES;;Não
RS;431262;MULITERNO;SECRETARIA MUNICIPAL DE SAUDE DE MULITERNO/RS;Sim
RS;431262;MULITERNO;;Não
PR;411630;MUNHOZ DE MELO;;Não
RS;431265;NAO-ME-TOQUE;SECRETARIA MUNICIPAL DE SAUDE DE NAO-ME-TOQUE/RS;Sim
RS;431265;NÃO-ME-TOQUE;;Não
SC;421130;NAVEGANTES;SECRETARIA MUNICIPAL DE SAUDE DE NAVEGANTES/SC;Sim
SC;421130;NAVEGANTES;;Não
RS;431267;NICOLAU VERGUEIRO;SECRETARIA MUNICIPAL DE SAUDE DE NICOLAU VERGUEIRO/RS;Sim
RS;431267;NICOLAU VERGUEIRO;;Não
RS;431270;NONOAI;SECRETARIA MUNICIPAL DE SAUDE DE NONOAI/RS;Sim
RS;431270;NONOAI;;Não
PR;411640;NOSSA SENHORA DAS GRAÇAS;;Não
PR;411650;NOVA ALIANCA DO IVAI;SECRETARIA MUNICIPAL DE SAUDE DE NOVA ALIANCA DO IVAI/PR;Sim
PR;411650;NOVA ALIANÇA DO IVAÍ;;Não
RS;431275;NOVA ALVORADA;SECRETARIA MUNICIPAL DE SAUDE DE NOVA ALVORADA/RS;Sim
RS;431275;NOVA ALVORADA;;Não
PR;411660;NOVA AMERICA DA COLINA;SECRETARIA MUNICIPAL DE SAUDE DE NOVA AMERICA DA COLINA/PR;Sim
PR;411660;NOVA AMÉRICA DA COLINA;;Não
RS;431280;NOVA ARACA;SECRETARIA MUNICIPAL DE SAUDE DE NOVA ARACA/RS;Sim
RS;431280;NOVA ARAÇÁ;;Não
PR;411670;NOVA AURORA;SECRETARIA MUNICIPAL DE SAUDE DE NOVA AURORA/PR;Sim
PR;411670;NOVA AURORA;;Não
RS;431290;NOVA BASSANO;SECRETARIA MUNICIPAL DE SAUDE DE NOVA BASSANO/RS;Sim
RS;431290;NOVA BASSANO;;Não
RS;431295;NOVA BOA VISTA;SECRETARIA MUNICIPAL DE SAUDE DE NOVA BOA VISTA/RS;Sim
RS;431295;NOVA BOA VISTA;;Não
RS;431300;NOVA BRESCIA;SECRETARIA MUNICIPAL DE SAUDE DE NOVA BRESCIA/RS;Sim
RS;431300;NOVA BRÉSCIA;;Não
RS;431301;NOVA CANDELARIA;SECRETARIA MUNICIPAL DE SAUDE DE NOVA CANDELARIA/RS;Sim
RS;431301;NOVA CANDELÁRIA;;Não
PR;411680;NOVA CANTU;SECRETARIA MUNICIPAL DE SAUDE DE NOVA CANTU/PR;Sim
PR;411680;NOVA CANTU;;Não
SC;421140;NOVA ERECHIM;SECRETARIA MUNICIPAL DE SAUDE DE NOVA ERECHIM/SC;Sim
SC;421140;NOVA ERECHIM;;Não
PR;411690;NOVA ESPERANÇA;;Não
PR;411695;NOVA ESPERANCA DO SUDOESTE;SECRETARIA MUNICIPAL DE SAUDE DE NOVA ESPERANCA DO SUDOESTE/PR;Sim
PR;411695;NOVA ESPERANÇA DO SUDOESTE;;Não
RS;431303;NOVA ESPERANCA DO SUL;SECRETARIA MUNICIPAL DE SAUDE DE NOVA ESPERANCA DO SUL/RS;Sim
RS;431303;NOVA ESPERANÇA DO SUL;;Não
PR;411700;NOVA FATIMA;SECRETARIA MUNICIPAL DE SAUDE DE NOVA FATIMA/PR;Sim
PR;411700;NOVA FÁTIMA;;Não
RS;431306;NOVA HARTZ;SECRETARIA MUNICIPAL DE SAUDE DE NOVA HARTZ/RS;Sim
RS;431306;NOVA HARTZ;;Não
SC;421145;NOVA ITABERABA;SECRETARIA MUNICIPAL DE SAUDE DE NOVA ITABERABA/SC;Sim
SC;421145;NOVA ITABERABA;;Não
PR;411705;NOVA LARANJEIRAS;SECRETARIA MUNICIPAL DE SAUDE DE NOVA LARANJEIRAS/PR;Sim
PR;411705;NOVA LARANJEIRAS;;Não
PR;411710;NOVA LONDRINA;SECRETARIA MUNICIPAL DE SAUDE DE NOVA LONDRINA/PR;Sim
PR;411710;NOVA LONDRINA;;Não
PR;411720;NOVA OLIMPIA;SECRETARIA MUNICIPAL DE SAUDE DE NOVA OLIMPIA/PR;Sim
PR;411720;NOVA OLÍMPIA;;Não
RS;431308;NOVA PÁDUA;;Não
RS;431310;NOVA PALMA;SECRETARIA MUNICIPAL DE SAUDE DE NOVA PALMA/RS;Sim
RS;431310;NOVA PALMA;;Não
RS;431320;NOVA PETROPOLIS;SECRETARIA MUNICIPAL DE SAUDE DE NOVA PETROPOLIS/RS;Sim
RS;431320;NOVA PETRÓPOLIS;;Não
RS;431330;NOVA PRATA;SECRETARIA MUNICIPAL DE SAUDE DE NOVA PRATA/RS;Sim
RS;431330;NOVA PRATA;;Não
PR;411725;NOVA PRATA DO IGUACU;SECRETARIA MUNICIPAL DE SAUDE DE NOVA PRATA DO IGUACU/PR;Sim
PR;411725;NOVA PRATA DO IGUAÇU;;Não
RS;431333;NOVA RAMADA;SECRETARIA MUNICIPAL DE SAUDE DE NOVA RAMADA/RS;Sim
RS;431333;NOVA RAMADA;;Não
RS;431335;NOVA ROMA DO SUL;SECRETARIA MUNICIPAL DE SAUDE DE NOVA ROMA DO SUL/RS;Sim
RS;431335;NOVA ROMA DO SUL;;Não
PR;411721;NOVA SANTA BARBARA;SECRETARIA MUNICIPAL DE SAUDE DE NOVA SANTA BARBARA/PR;Sim
PR;411721;NOVA SANTA BÁRBARA;;Não
RS;431337;NOVA SANTA RITA;SECRETARIA MUNICIPAL DE SAUDE DE NOVA SANTA RITA/RS;Sim
RS;431337;NOVA SANTA RITA;;Não
PR;411722;NOVA SANTA ROSA;SECRETARIA MUNICIPAL DE SAUDE DE NOVA SANTA ROSA/PR;Sim
PR;411722;NOVA SANTA ROSA;;Não
PR;411727;NOVA TEBAS;SECRETARIA MUNICIPAL DE SAUDE DE NOVA TEBAS/PR;Sim
PR;411727;NOVA TEBAS;;Não
SC;421150;NOVA TRENTO;SECRETARIA MUNICIPAL DE SAUDE DE NOVA TRENTO/SC;Sim
SC;421150;NOVA TRENTO;;Não
SC;421160;NOVA VENEZA;SECRETARIA MUNICIPAL DE SAUDE DE NOVA VENEZA/SC;Sim
SC;421160;NOVA VENEZA;;Não
RS;431349;NOVO BARREIRO;SECRETARIA MUNICIPAL DE SAUDE DE NOVO BARREIRO/RS;Sim
RS;431349;NOVO BARREIRO;;Não
RS;431339;NOVO CABRAIS;SECRETARIA MUNICIPAL DE SAUDE DE NOVO CABRAIS/RS;Sim
RS;431339;NOVO CABRAIS;;Não
RS;431340;NOVO HAMBURGO;SECRETARIA MUNICIPAL DE SAUDE DE NOVO HAMBURGO/RS;Sim
RS;431340;NOVO HAMBURGO;;Não
SC;421165;NOVO HORIZONTE;SECRETARIA MUNICIPAL DE SAUDE DE NOVO HORIZONTE/SC;Sim
SC;421165;NOVO HORIZONTE;;Não
PR;411729;NOVO ITACOLOMI;SECRETARIA MUNICIPAL DE SAUDE DE NOVO ITACOLOMI/PR;Sim
PR;411729;NOVO ITACOLOMI;;Não
RS;431342;NOVO MACHADO;SECRETARIA MUNICIPAL DE SAUDE DE NOVO MACHADO/RS;Sim
RS;431342;NOVO MACHADO;;Não
RS;431344;NOVO TIRADENTES;SECRETARIA MUNICIPAL DE SAUDE DE NOVO TIRADENTES/RS;Sim
RS;431344;NOVO TIRADENTES;;Não
RS;431346;NOVO XINGU;SECRETARIA MUNICIPAL DE SAUDE DE NOVO XINGU/RS;Sim
RS;431346;NOVO XINGU;;Não
SC;421170;ORLEANS;SECRETARIA MUNICIPAL DE SAUDE DE ORLEANS/SC;Sim
SC;421170;ORLEANS;;Não
PR;411730;ORTIGUEIRA;SECRETARIA MUNICIPAL DE SAUDE DE ORTIGUEIRA/PR;Sim
PR;411730;ORTIGUEIRA;;Não
RS;431350;OSORIO;SECRETARIA MUNICIPAL DE SAUDE DE OSORIO/RS;Sim
RS;431350;OSÓRIO;;Não
SC;421175;OTACILIO COSTA;SECRETARIA MUNICIPAL DE SAUDE DE OTACILIO COSTA/SC;Sim
SC;421175;OTACÍLIO COSTA;;Não
PR;411740;OURIZONA;;Não
SC;421180;OURO;SECRETARIA MUNICIPAL DE SAUDE DE OURO/SC;Sim
SC;421180;OURO;;Não
SC;421185;OURO VERDE;SECRETARIA MUNICIPAL DE SAUDE DE OURO VERDE/SC;Sim
SC;421185;OURO VERDE;;Não
PR;411745;OURO VERDE DO OESTE;SECRETARIA MUNICIPAL DE SAUDE DE OURO VERDE D OESTE/PR;Sim
PR;411745;OURO VERDE DO OESTE;;Não
SC;421187;PAIAL;SECRETARIA MUNICIPAL DE SAUDE DE PAIAL/SC;Sim
SC;421187;PAIAL;;Não
PR;411750;PAIÇANDU;;Não
RS;431360;PAIM FILHO;SECRETARIA MUNICIPAL DE SAUDE DE PAIM FILHO/RS;Sim
RS;431360;PAIM FILHO;;Não
SC;421189;PAINEL;;Não
SC;421190;PALHOCA;SECRETARIA MUNICIPAL DE SAUDE DE PALHOCA/SC;Sim
SC;421190;PALHOÇA;;Não
SC;421200;PALMA SOLA;SECRETARIA MUNICIPAL DE SAUDE DE PALMA SOLA/SC;Sim
SC;421200;PALMA SOLA;;Não
RS;431365;PALMARES DO SUL;SECRETARIA MUNICIPAL DE SAUDE DE PALMARES DO SUL/RS;Sim
RS;431365;PALMARES DO SUL;;Não
PR;411760;PALMAS;SECRETARIA MUNICIPAL DE SAUDE DE PALMAS/PR;Sim
PR;411760;PALMAS;;Não
PR;411770;PALMEIRA;SECRETARIA MUNICIPAL DE SAUDE DE PALMEIRA/PR;Sim
SC;421205;PALMEIRA;SECRETARIA MUNICIPAL DE SAUDE DE PALMEIRA/SC;Sim
PR;411770;PALMEIRA;;Não
SC;421205;PALMEIRA;;Não
RS;431370;PALMEIRA DAS MISSOES;SECRETARIA MUNICIPAL DE SAUDE DE PALMEIRA DAS MISSOES/RS;Sim
RS;431370;PALMEIRA DAS MISSÕES;;Não
PR;411780;PALMITAL;SECRETARIA MUNICIPAL DE SAUDE DE PALMITAL/PR;Sim
PR;411780;PALMITAL;;Não
RS;431380;PALMITINHO;SECRETARIA MUNICIPAL DE SAUDE DE PALMITINHO/RS;Sim
RS;431380;PALMITINHO;;Não
SC;421210;PALMITOS;SECRETARIA MUNICIPAL DE SAUDE DE PALMITOS/SC;Sim
SC;421210;PALMITOS;;Não
PR;411790;PALOTINA;SECRETARIA MUNICIPAL DE SAUDE DE PALOTINA/PR;Sim
PR;411790;PALOTINA;;Não
RS;431390;PANAMBI;SECRETARIA MUNICIPAL DE SAUDE DE PANAMBI/RS;Sim
RS;431390;PANAMBI;;Não
RS;431395;PANTANO GRANDE;SECRETARIA MUNICIPAL DE SAUDE DE PANTANO GRANDE/RS;Sim
RS;431395;PANTANO GRANDE;;Não
SC;421220;PAPANDUVA;SECRETARIA MUNICIPAL DE SAUDE DE PAPANDUVA/SC;Sim
SC;421220;PAPANDUVA;;Não
RS;431400;PARAI;SECRETARIA MUNICIPAL DE SAUDE DE PARAI/RS;Sim
RS;431400;PARAÍ;;Não
SC;421223;PARAISO;SECRETARIA MUNICIPAL DE SAUDE DE PARAISO/SC;Sim
SC;421223;PARAÍSO;;Não
PR;411800;PARAISO DO NORTE;SECRETARIA MUNICIPAL DE SAUDE DE PARAISO DO NORTE/PR;Sim
PR;411800;PARAÍSO DO NORTE;;Não
RS;431402;PARAISO DO SUL;SECRETARIA MUNICIPAL DE SAUDE DE PARAISO DO SUL/RS;Sim
RS;431402;PARAÍSO DO SUL;;Não
PR;411810;PARANACITY;;Não
PR;411820;PARANAGUA;SECRETARIA MUNICIPAL DE SAUDE DE PARANAGUA/PR;Sim
PR;411820;PARANAGUÁ;;Não
PR;411830;PARANAPOEMA;SECRETARIA MUNICIPAL DE SAUDE DE PARANAPOEMA/PR;Sim
PR;411830;PARANAPOEMA;;Não
PR;411840;PARANAVAI;SECRETARIA MUNICIPAL DE SAUDE DE PARANAVAI/PR;Sim
PR;411840;PARANAVAÍ;;Não
RS;431403;PARECI NOVO;SECRETARIA MUNICIPAL DE SAUDE DE PARECI NOVO/RS;Sim
RS;431403;PARECI NOVO;;Não
RS;431405;PAROBE;SECRETARIA MUNICIPAL DE SAUDE DE PAROBE/RS;Sim
RS;431405;PAROBÉ;;Não
RS;431406;PASSA SETE;SECRETARIA MUNICIPAL DE SAUDE DE PASSA SETE/RS;Sim
RS;431406;PASSA SETE;;Não
SC;421225;PASSO DE TORRES;SECRETARIA MUNICIPAL DE SAUDE DE PASSO DE TORRES/SC;Sim
SC;421225;PASSO DE TORRES;;Não
RS;431407;PASSO DO SOBRADO;SECRETARIA MUNICIPAL DE SAUDE DE PASSO DO SOBRADO/RS;Sim
RS;431407;PASSO DO SOBRADO;;Não
RS;431410;PASSO FUNDO;SECRETARIA MUNICIPAL DE SAUDE DE PASSO FUNDO/RS;Sim
RS;431410;PASSO FUNDO;;Não
SC;421227;PASSOS MAIA;SECRETARIA MUNICIPAL DE SAUDE DE PASSOS MAIA/SC;Sim
SC;421227;PASSOS MAIA;;Não
PR;411845;PATO BRAGADO;SECRETARIA MUNICIPAL DE SAUDE DE PATO BRAGADO/PR;Sim
PR;411845;PATO BRAGADO;;Não
PR;411850;PATO BRANCO;SECRETARIA MUNICIPAL DE SAUDE DE PATO BRANCO/PR;Sim
