UF;IBGE;NOME_MUNICIPIO;ENTIDADE;Adesão;;;;;
BA;291400;IPIRA;SECRETARIA MUNICIPAL DE SAUDE DE IPIRA/BA;Sim;;;;;
BA;291400;IPIRÁ;;Não;;;;;
PI;220480;IPIRANGA DO PIAUÍ;;Não;;;;;
PE;260720;IPOJUCA;;Não;;;;;
CE;230580;IPU;SECRETARIA MUNICIPAL DE SAUDE DE IPU/CE;Sim;;;;;
CE;230580;IPU;;Não;;;;;
PE;260730;IPUBI;SECRETARIA MUNICIPAL DE SAUDE DE IPUBI/PE;Sim;;;;;
PE;260730;IPUBI;;Não;;;;;
RN;240480;IPUEIRA;;Não;;;;;
CE;230590;IPUEIRAS;SECRETARIA MUNICIPAL DE SAUDE DE IPUEIRAS/CE;Sim;;;;;
CE;230590;IPUEIRAS;;Não;;;;;
BA;291410;IPUPIARA;SECRETARIA MUNICIPAL DE SAUDE DE IPUPIARA/BA;Sim;;;;;
BA;291410;IPUPIARA;;Não;;;;;
CE;230600;IRACEMA;SECRETARIA MUNICIPAL DE SAUDE DE IRACEMA/CE;Sim;;;;;
CE;230600;IRACEMA;;Não;;;;;
BA;291420;IRAJUBA;;Não;;;;;
BA;291430;IRAMAIA;SECRETARIA MUNICIPAL DE SAUDE DE IRAMAIA/BA;Sim;;;;;
BA;291430;IRAMAIA;;Não;;;;;
BA;291440;IRAQUARA;;Não;;;;;
BA;291450;IRARA;SECRETARIA MUNICIPAL DE SAUDE DE IRARA/BA;Sim;;;;;
BA;291450;IRARÁ;;Não;;;;;
CE;230610;IRAUÇUBA;;Não;;;;;
BA;291460;IRECE;SECRETARIA MUNICIPAL DE SAUDE DE IRECE/BA;Sim;;;;;
BA;291460;IRECÊ;;Não;;;;;
PI;220490;ISAÍAS COELHO;;Não;;;;;
PB;250690;ITABAIANA;SECRETARIA MUNICIPAL DE SAUDE DE ITABAIANA/PB;Sim;;;;;
PB;250690;ITABAIANA;;Não;;;;;
BA;291465;ITABELA;SECRETARIA MUNICIPAL DE SAUDE DE ITABELA/BA;Sim;;;;;
BA;291465;ITABELA;;Não;;;;;
BA;291470;ITABERABA;SECRETARIA MUNICIPAL DE SAUDE DE ITABERABA/BA;Sim;;;;;
BA;291470;ITABERABA;;Não;;;;;
BA;291480;ITABUNA;SECRETARIA MUNICIPAL DE SAUDE DE ITABUNA/BA;Sim;;;;;
BA;291480;ITABUNA;;Não;;;;;
BA;291490;ITACARE;SECRETARIA MUNICIPAL DE SAUDE DE ITACARE/BA;Sim;;;;;
BA;291490;ITACARÉ;;Não;;;;;
PE;260740;ITACURUBA;SECRETARIA MUNICIPAL DE SAUDE DE ITACURUBA/PE;Sim;;;;;
PE;260740;ITACURUBA;;Não;;;;;
BA;291500;ITAETE;SECRETARIA MUNICIPAL DE SAUDE DE ITAETE/BA;Sim;;;;;
BA;291500;ITAETÉ;;Não;;;;;
BA;291510;ITAGI;SECRETARIA MUNICIPAL DE SAUDE DE ITAGI/BA;Sim;;;;;
BA;291510;ITAGI;;Não;;;;;
BA;291520;ITAGIBA;SECRETARIA MUNICIPAL DE SAUDE DE ITAGIBA/BA;Sim;;;;;
BA;291520;ITAGIBÁ;;Não;;;;;
BA;291530;ITAGIMIRIM;SECRETARIA MUNICIPAL DE SAUDE DE ITAGIMIRIM/BA;Sim;;;;;
BA;291530;ITAGIMIRIM;;Não;;;;;
BA;291535;ITAGUACU DA BAHIA;SECRETARIA MUNICIPAL DE SAUDE DE ITAGUACU DA BAHIA/BA;Sim;;;;;
BA;291535;ITAGUAÇU DA BAHIA;;Não;;;;;
PE;260750;ITAÍBA;;Não;;;;;
CE;230620;ITAICABA;SECRETARIA MUNICIPAL DE SAUDE DE ITAICABA/CE;Sim;;;;;
CE;230620;ITAIÇABA;;Não;;;;;
PI;220500;ITAINÓPOLIS;;Não;;;;;
MA;210535;ITAIPAVA DO GRAJAU;SECRETARIA MUNICIPAL DE SAUDE DE ITAIPAVA DO GRAJAU/MA;Sim;;;;;
MA;210535;ITAIPAVA DO GRAJAÚ;;Não;;;;;
CE;230625;ITAITINGA;SECRETARIA MUNICIPAL DE SAUDE DE ITAITINGA/CE;Sim;;;;;
CE;230625;ITAITINGA;;Não;;;;;
RN;240485;ITAJÁ;;Não;;;;;
BA;291540;ITAJU DO COLONIA;SECRETARIA MUNICIPAL DE SAUDE DE ITAJU DO COLONIA/BA;Sim;;;;;
BA;291540;ITAJU DO COLÔNIA;;Não;;;;;
BA;291550;ITAJUÍPE;;Não;;;;;
BA;291560;ITAMARAJU;SECRETARIA MUNICIPAL DE SAUDE DE ITAMARAJU/BA;Sim;;;;;
BA;291560;ITAMARAJU;;Não;;;;;
BA;291570;ITAMARI;;Não;;;;;
BA;291580;ITAMBE;SECRETARIA MUNICIPAL DE SAUDE DE ITAMBE/BA;Sim;;;;;
PE;260765;ITAMBE;SECRETARIA MUNICIPAL DE SAUDE DE ITAMBE/PE;Sim;;;;;
PE;260765;ITAMBÉ;;Não;;;;;
BA;291580;ITAMBÉ;;Não;;;;;
BA;291590;ITANAGRA;SECRETARIA MUNICIPAL DE SAUDE DE ITANAGRA/BA;Sim;;;;;
BA;291590;ITANAGRA;;Não;;;;;
BA;291600;ITANHEM;SECRETARIA MUNICIPAL DE SAUDE DE ITANHEM/BA;Sim;;;;;
BA;291600;ITANHÉM;;Não;;;;;
CE;230630;ITAPAGE;SECRETARIA MUNICIPAL DE SAUDE DE ITAPAGE/CE;Sim;;;;;
CE;230630;ITAPAGÉ;;Não;;;;;
BA;291610;ITAPARICA;SECRETARIA MUNICIPAL DE SAUDE DE ITAPARICA/BA;Sim;;;;;
BA;291610;ITAPARICA;;Não;;;;;
BA;291620;ITAPÉ;;Não;;;;;
BA;291630;ITAPEBI;SECRETARIA MUNICIPAL DE SAUDE DE ITAPEBI/BA;Sim;;;;;
BA;291630;ITAPEBI;;Não;;;;;
MA;210540;ITAPECURU MIRIM;SECRETARIA MUNICIPAL DE SAUDE DE ITAPECURU - MIRIM/MA;Sim;;;;;
MA;210540;ITAPECURU MIRIM;;Não;;;;;
PE;260770;ITAPETIM;;Não;;;;;
BA;291640;ITAPETINGA;SECRETARIA MUNICIPAL DE SAUDE DE ITAPETINGA/BA;Sim;;;;;
BA;291640;ITAPETINGA;;Não;;;;;
BA;291650;ITAPICURU;;Não;;;;;
CE;230640;ITAPIPOCA;SECRETARIA MUNICIPAL DE SAUDE DE ITAPIPOCA/CE;Sim;;;;;
CE;230640;ITAPIPOCA;;Não;;;;;
PE;260775;ITAPISSUMA;SECRETARIA MUNICIPAL DE SAUDE DE ITAPISSUNA/PE;Sim;;;;;
PE;260775;ITAPISSUMA;;Não;;;;;
BA;291660;ITAPITANGA;;Não;;;;;
CE;230650;ITAPIUNA;SECRETARIA MUNICIPAL DE SAUDE DE ITAPIUNA/CE;Sim;;;;;
CE;230650;ITAPIÚNA;;Não;;;;;
PB;250700;ITAPORANGA;SECRETARIA MUNICIPAL DE SAUDE DE ITAPORANGA/PB;Sim;;;;;
PB;250700;ITAPORANGA;;Não;;;;;
PB;250710;ITAPOROROCA;SECRETARIA MUNICIPAL DE SAUDE DE ITAPOROROCA/PB;Sim;;;;;
PB;250710;ITAPOROROCA;;Não;;;;;
BA;291670;ITAQUARA;;Não;;;;;
PE;260780;ITAQUITINGA;SECRETARIA MUNICIPAL DE SAUDE DE ITAQUITINGA/PE;Sim;;;;;
PE;260780;ITAQUITINGA;;Não;;;;;
BA;291680;ITARANTIM;SECRETARIA MUNICIPAL DE SAUDE DE ITARANTIM/BA;Sim;;;;;
BA;291680;ITARANTIM;;Não;;;;;
CE;230655;ITAREMA;SECRETARIA MUNICIPAL DE SAUDE DE ITAREMA/CE;Sim;;;;;
CE;230655;ITAREMA;;Não;;;;;
BA;291685;ITATIM;SECRETARIA MUNICIPAL DE SAUDE DE ITATIM/BA;Sim;;;;;
BA;291685;ITATIM;;Não;;;;;
CE;230660;ITATIRA;SECRETARIA MUNICIPAL DE SAUDE DE ITATIRA/CE;Sim;;;;;
CE;230660;ITATIRA;;Não;;;;;
PB;250720;ITATUBA;SECRETARIA MUNICIPAL DE SAUDE DE ITATUBA/PB;Sim;;;;;
PB;250720;ITATUBA;;Não;;;;;
RN;240490;ITAÚ;;Não;;;;;
PI;220510;ITAUEIRA;;Não;;;;;
MA;210542;ITINGA DO MARANHAO;SECRETARIA MUNICIPAL DE SAUDE DE ITINGA DO MARANHAO/MA;Sim;;;;;
MA;210542;ITINGA DO MARANHÃO;;Não;;;;;
BA;291690;ITIRUCU;SECRETARIA MUNICIPAL DE SAUDE DE ITIRUCU/BA;Sim;;;;;
BA;291690;ITIRUÇU;;Não;;;;;
BA;291700;ITIUBA;SECRETARIA MUNICIPAL DE SAUDE DE ITIUBA/BA;Sim;;;;;
BA;291700;ITIÚBA;;Não;;;;;
BA;291710;ITORORO;SECRETARIA MUNICIPAL DE SAUDE DE ITORORO/BA;Sim;;;;;
BA;291710;ITORORÓ;;Não;;;;;
BA;291720;ITUACU;SECRETARIA MUNICIPAL DE SAUDE DE ITUACU/BA;Sim;;;;;
BA;291720;ITUAÇU;;Não;;;;;
BA;291730;ITUBERA;SECRETARIA MUNICIPAL DE SAUDE DE ITUBERA/BA;Sim;;;;;
BA;291730;ITUBERÁ;;Não;;;;;
BA;291733;IUIU;SECRETARIA MUNICIPAL DE SAUDE DE IUIU/BA;Sim;;;;;
BA;291733;IUIÚ;;Não;;;;;
PE;260790;JABOATAO DOS GUARARAPES;SECRETARIA MUNICIPAL DE SAUDE DE JABOATAO DOS GUARARAPES/PE;Sim;;;;;
PE;260790;JABOATÃO DOS GUARARAPES;;Não;;;;;
BA;291735;JABORANDI;SECRETARIA MUNICIPAL DE SAUDE DE JABORANDI/BA;Sim;;;;;
BA;291735;JABORANDI;;Não;;;;;
RN;240500;JAÇANÃ;;Não;;;;;
BA;291740;JACARACI;SECRETARIA MUNICIPAL DE SAUDE DE JACARACI/BA;Sim;;;;;
BA;291740;JACARACI;;Não;;;;;
PB;250730;JACARAU;SECRETARIA MUNICIPAL DE SAUDE DE JACARAU/PB;Sim;;;;;
PB;250730;JACARAÚ;;Não;;;;;
AL;270340;JACARÉ DOS HOMENS;;Não;;;;;
BA;291750;JACOBINA;SECRETARIA MUNICIPAL DE SAUDE DE JACOBINA/BA;Sim;;;;;
BA;291750;JACOBINA;;Não;;;;;
PI;220515;JACOBINA DO PIAUÍ;;Não;;;;;
AL;270350;JACUIPE;SECRETARIA MUNICIPAL DE SAUDE DE JACUIPE/AL;Sim;;;;;
AL;270350;JACUÍPE;;Não;;;;;
BA;291760;JAGUAQUARA;SECRETARIA MUNICIPAL DE SAUDE DE JAGUAQUARA/BA;Sim;;;;;
BA;291760;JAGUAQUARA;;Não;;;;;
BA;291770;JAGUARARI;SECRETARIA MUNICIPAL DE SAUDE DE JAGUARARI/BA;Sim;;;;;
BA;291770;JAGUARARI;;Não;;;;;
CE;230670;JAGUARETAMA;SECRETARIA MUNICIPAL DE SAUDE DE JAGUARETAMA/CE;Sim;;;;;
CE;230670;JAGUARETAMA;;Não;;;;;
CE;230680;JAGUARIBARA;;Não;;;;;
CE;230690;JAGUARIBE;SECRETARIA MUNICIPAL DE SAUDE DE JAGUARIBE/CE;Sim;;;;;
CE;230690;JAGUARIBE;;Não;;;;;
BA;291780;JAGUARIPE;SECRETARIA MUNICIPAL DE SAUDE DE JAGUARIPE/BA;Sim;;;;;
BA;291780;JAGUARIPE;;Não;;;;;
CE;230700;JAGUARUANA;SECRETARIA MUNICIPAL DE SAUDE DE JAGUARUANA/CE;Sim;;;;;
CE;230700;JAGUARUANA;;Não;;;;;
PI;220520;JAICÓS;;Não;;;;;
BA;291790;JANDAIRA;SECRETARIA MUNICIPAL DE SAUDE DE JANDAIRA/BA;Sim;;;;;
RN;240510;JANDAÍRA;;Não;;;;;
BA;291790;JANDAÍRA;;Não;;;;;
RN;240520;JANDUÍS;;Não;;;;;
AL;270360;JAPARATINGA;SECRETARIA MUNICIPAL DE SAUDE DE JAPARATINGA/AL;Sim;;;;;
AL;270360;JAPARATINGA;;Não;;;;;
RN;240540;JAPI;SECRETARIA MUNICIPAL DE SAUDE DE JAPI/RN;Sim;;;;;
RN;240540;JAPI;;Não;;;;;
PE;260795;JAQUEIRA;;Não;;;;;
AL;270370;JARAMATAIA;;Não;;;;;
CE;230710;JARDIM;SECRETARIA MUNICIPAL DE SAUDE DE JARDIM/CE;Sim;;;;;
CE;230710;JARDIM;;Não;;;;;
RN;240550;JARDIM DE ANGICOS;;Não;;;;;
RN;240560;JARDIM DE PIRANHAS;;Não;;;;;
PI;220525;JARDIM DO MULATO;;Não;;;;;
RN;240570;JARDIM DO SERIDÓ;;Não;;;;;
PE;260800;JATAUBA;SECRETARIA MUNICIPAL DE SAUDE DE JATAUBA/PE;Sim;;;;;
PE;260800;JATAÚBA;;Não;;;;;
CE;230720;JATI;SECRETARIA MUNICIPAL DE SAUDE DE JATI/CE;Sim;;;;;
CE;230720;JATI;;Não;;;;;
PE;260805;JATOBA;SECRETARIA MUNICIPAL DE SAUDE DE JATOBA/PE;Sim;;;;;
MA;210545;JATOBÁ;;Não;;;;;
PE;260805;JATOBÁ;;Não;;;;;
PI;220527;JATOBÁ DO PIAUÍ;;Não;;;;;
MA;210547;JENIPAPO DOS VIEIRAS;SECRETARIA MUNICIPAL DE SAUDE DE JENIPAPO DOS VIEIRAS/MA;Sim;;;;;
MA;210547;JENIPAPO DOS VIEIRAS;;Não;;;;;
AL;270375;JEQUIA DA PRAIA;SECRETARIA MUNICIPAL DE SAUDE DE JEQUIA DA PRAIA/AL;Sim;;;;;
AL;270375;JEQUIÁ DA PRAIA;;Não;;;;;
BA;291800;JEQUIE;SECRETARIA MUNICIPAL DE SAUDE DE JEQUIE/BA;Sim;;;;;
BA;291800;JEQUIÉ;;Não;;;;;
BA;291810;JEREMOABO;;Não;;;;;
PB;250740;JERICO;SECRETARIA MUNICIPAL DE SAUDE DE JERICO/PB;Sim;;;;;
PB;250740;JERICÓ;;Não;;;;;
PI;220530;JERUMENHA;;Não;;;;;
CE;230725;JIJOCA DE JERICOACOARA;SECRETARIA MUNICIPAL DE SAUDE DE JIJOCA DE JERICOACOARA/CE;Sim;;;;;
CE;230725;JIJOCA DE JERICOACOARA;;Não;;;;;
BA;291820;JIQUIRICA;SECRETARIA MUNICIPAL DE SAUDE DE JEQUIRICA/BA;Sim;;;;;
BA;291820;JIQUIRIÇÁ;;Não;;;;;
BA;291830;JITAUNA;SECRETARIA MUNICIPAL DE SAUDE DE JITAUNA/BA;Sim;;;;;
BA;291830;JITAÚNA;;Não;;;;;
PE;260810;JOAO ALFREDO;SECRETARIA MUNICIPAL DE SAUDE DE JOAO ALFREDO/PE;Sim;;;;;
PE;260810;JOÃO ALFREDO;;Não;;;;;
RN;240580;JOÃO CÂMARA;;Não;;;;;
PI;220535;JOÃO COSTA;;Não;;;;;
RN;240590;JOÃO DIAS;;Não;;;;;
BA;291835;JOAO DOURADO;SECRETARIA MUNICIPAL DE SAUDE DE JOAO DOURADO/BA;Sim;;;;;
BA;291835;JOÃO DOURADO;;Não;;;;;
MA;210550;JOAO LISBOA;SECRETARIA MUNICIPAL DE SAUDE DE JOAO LISBOA/MA;Sim;;;;;
MA;210550;JOÃO LISBOA;;Não;;;;;
PB;250750;JOAO PESSOA;SECRETARIA MUNICIPAL DE SAUDE DE JOAO PESSOA/PB;Sim;;;;;
PB;250750;JOÃO PESSOA;;Não;;;;;
AL;270380;JOAQUIM GOMES;;Não;;;;;
PE;260820;JOAQUIM NABUCO;;Não;;;;;
PI;220540;JOAQUIM PIRES;;Não;;;;;
PB;251365;JOCA CLAUDINO;SECRETARIA MUNICIPAL DE SAUDE DE SANTAREM/PB;Sim;;;;;
PB;251365;JOCA CLAUDINO;;Não;;;;;
PI;220545;JOCA MARQUES;;Não;;;;;
RN;240600;JOSÉ DA PENHA;;Não;;;;;
PI;220550;JOSÉ DE FREITAS;;Não;;;;;
MA;210560;JOSELÂNDIA;;Não;;;;;
PB;250760;JUAREZ TAVORA;SECRETARIA MUNICIPAL DE SAUDE DE JUAREZ TAVORA/PB;Sim;;;;;
PB;250760;JUAREZ TÁVORA;;Não;;;;;
PB;250770;JUAZEIRINHO;SECRETARIA MUNICIPAL DE SAUDE DE JUAZEIRINHO/PB;Sim;;;;;
PB;250770;JUAZEIRINHO;;Não;;;;;
BA;291840;JUAZEIRO;SECRETARIA MUNICIPAL DE SAUDE DE JUAZEIRO/BA;Sim;;;;;
BA;291840;JUAZEIRO;;Não;;;;;
CE;230730;JUAZEIRO DO NORTE;SECRETARIA MUNICIPAL DE SAUDE DE JUAZEIRO DO NORTE/CE;Sim;;;;;
CE;230730;JUAZEIRO DO NORTE;;Não;;;;;
PI;220551;JUAZEIRO DO PIAUÍ;;Não;;;;;
CE;230740;JUCAS;SECRETARIA MUNICIPAL DE SAUDE DE JUCAS/CE;Sim;;;;;
CE;230740;JUCÁS;;Não;;;;;
PE;260825;JUCATI;SECRETARIA MUNICIPAL DE SAUDE DE JUCATI/PE;Sim;;;;;
PE;260825;JUCATI;;Não;;;;;
BA;291845;JUCURUCU;SECRETARIA MUNICIPAL DE SAUDE DE JUCURUCU/BA;Sim;;;;;
BA;291845;JUCURUÇU;;Não;;;;;
RN;240610;JUCURUTU;;Não;;;;;
PI;220552;JÚLIO BORGES;;Não;;;;;
MA;210565;JUNCO DO MARANHÃO;;Não;;;;;
PB;250780;JUNCO DO SERIDO;SECRETARIA MUNICIPAL DE JUNCO DO SERIDO;Sim;;;;;
PB;250780;JUNCO DO SERIDÓ;;Não;;;;;
RN;240615;JUNDIÁ;;Não;;;;;
AL;270390;JUNDIÁ;;Não;;;;;
AL;270400;JUNQUEIRO;SECRETARIA MUNICIPAL DE SAUDE DE JUNQUEIRO/AL;Sim;;;;;
AL;270400;JUNQUEIRO;;Não;;;;;
PE;260830;JUPI;SECRETARIA MUNICIPAL DE SAUDE DE JUPI/PE;Sim;;;;;
PE;260830;JUPI;;Não;;;;;
PE;260840;JUREMA;SECRETARIA MUNICIPAL DE SAUDE DE JUREMA/PE;Sim;;;;;
PI;220553;JUREMA;;Não;;;;;
PE;260840;JUREMA;;Não;;;;;
PB;250790;JURIPIRANGA;SECRETARIA MUNICIPAL DE SAUDE DE JURIPIRANGA/PB;Sim;;;;;
PB;250790;JURIPIRANGA;;Não;;;;;
PB;250800;JURU;SECRETARIA MUNICIPAL DE SAUDE DE JURU/PB;Sim;;;;;
PB;250800;JURU;;Não;;;;;
BA;291850;JUSSARA;SECRETARIA MUNICIPAL DE SAUDE DE JUSSARA/BA;Sim;;;;;
BA;291850;JUSSARA;;Não;;;;;
BA;291855;JUSSARI;;Não;;;;;
BA;291860;JUSSIAPE;SECRETARIA MUNICIPAL DE SAUDE DE JUSSIAPE/BA;Sim;;;;;
BA;291860;JUSSIAPE;;Não;;;;;
BA;291870;LAFAIETE COUTINHO;SECRETARIA MUNICIPAL DE SAUDE DE LAFAIETE COUTINHO/BA;Sim;;;;;
BA;291870;LAFAIETE COUTINHO;;Não;;;;;
MA;210570;LAGO DA PEDRA;SECRETARIA MUNICIPAL DE SAUDE DE LAGO DA PEDRA/MA;Sim;;;;;
MA;210570;LAGO DA PEDRA;;Não;;;;;
MA;210580;LAGO DO JUNCO;SECRETARIA MUNICIPAL DE SAUDE DE LAGO DO JUNCO/MA;Sim;;;;;
MA;210580;LAGO DO JUNCO;;Não;;;;;
MA;210594;LAGO DOS RODRIGUES;SECRETARIA MUNICIPAL DE SAUDE DE LAGO DOS RODRIGUES/MA;Sim;;;;;
MA;210594;LAGO DOS RODRIGUES;;Não;;;;;
MA;210590;LAGO VERDE;;Não;;;;;
PB;250810;LAGOA;;Não;;;;;
PI;220555;LAGOA ALEGRE;;Não;;;;;
AL;270410;LAGOA DA CANOA;;Não;;;;;
RN;240620;LAGOA D'ANTA;;Não;;;;;
PB;250820;LAGOA DE DENTRO;;Não;;;;;
PE;260850;LAGOA DE ITAENGA;SECRETARIA MUNICIPAL DE SAUDE DE LAGOA DO ITAENGA/PE;Sim;;;;;
PE;260850;LAGOA DE ITAENGA;;Não;;;;;
RN;240630;LAGOA DE PEDRAS;;Não;;;;;
PI;220557;LAGOA DE SÃO FRANCISCO;;Não;;;;;
RN;240640;LAGOA DE VELHOS;SECRETARIA MUNICIPAL DE SAUDE DE LAGOA DE VELHOS/RN;Sim;;;;;
RN;240640;LAGOA DE VELHOS;;Não;;;;;
PI;220556;LAGOA DO BARRO DO PIAUÍ;;Não;;;;;
PE;260845;LAGOA DO CARRO;SECRETARIA MUNICIPAL DE SAUDE DE LAGOA DO CARRO/PE;Sim;;;;;
PE;260845;LAGOA DO CARRO;;Não;;;;;
MA;210592;LAGOA DO MATO;SECRETARIA MUNICIPAL DE SAUDE DE LAGOA DO MATO/MA;Sim;;;;;
MA;210592;LAGOA DO MATO;;Não;;;;;
PE;260860;LAGOA DO OURO;SECRETARIA MUNICIPAL DE SAUDE DE LAGOA DO OURO/PE;Sim;;;;;
PE;260860;LAGOA DO OURO;;Não;;;;;
PI;220558;LAGOA DO PIAUÍ;;Não;;;;;
PI;220559;LAGOA DO SÍTIO;;Não;;;;;
PE;260870;LAGOA DOS GATOS;;Não;;;;;
PE;260875;LAGOA GRANDE;SECRETARIA MUNICIPAL DE SAUDE DE LAGOA GRANDE/PE;Sim;;;;;
PE;260875;LAGOA GRANDE;;Não;;;;;
MA;210596;LAGOA GRANDE DO MARANHAO;SECRETARIA MUNICIPAL DE SAUDE DE LAGOA GRANDE DO MARANHAO/MA;Sim;;;;;
MA;210596;LAGOA GRANDE DO MARANHÃO;;Não;;;;;
RN;240650;LAGOA NOVA;;Não;;;;;
BA;291875;LAGOA REAL;SECRETARIA MUNICIPAL DE SAUDE DE LAGO REAL/BA;Sim;;;;;
BA;291875;LAGOA REAL;;Não;;;;;
RN;240660;LAGOA SALGADA;;Não;;;;;
PB;250830;LAGOA SECA;SECRETARIA MUNICIPAL DE SAUDE DE LAGOA SECA/PB;Sim;;;;;
PB;250830;LAGOA SECA;;Não;;;;;
PI;220554;LAGOINHA DO PIAUÍ;;Não;;;;;
BA;291880;LAJE;SECRETARIA MUNICIPAL DE SAUDE DE LAJE/BA;Sim;;;;;
BA;291880;LAJE;;Não;;;;;
MA;210598;LAJEADO NOVO;SECRETARIA MUNICIPAL DE SAUDE DE LAJEADO NOVO/MA;Sim;;;;;
MA;210598;LAJEADO NOVO;;Não;;;;;
BA;291890;LAJEDÃO;;Não;;;;;
BA;291900;LAJEDINHO;SECRETARIA MUNICIPAL DE SAUDE DE LAGEDINHO/BA;Sim;;;;;
BA;291900;LAJEDINHO;;Não;;;;;
PE;260880;LAJEDO;SECRETARIA MUNICIPAL DE SAUDE DE LAJEDO/PE;Sim;;;;;
PE;260880;LAJEDO;;Não;;;;;
BA;291905;LAJEDO DO TABOCAL;SECRETARIA MUNICIPAL DE SAUDE DE LAGEDO DO TABOCAL/BA;Sim;;;;;
BA;291905;LAJEDO DO TABOCAL;;Não;;;;;
RN;240670;LAJES;;Não;;;;;
RN;240680;LAJES PINTADAS;SECRETARIA MUNICIPAL DE SAUDE DE LAJES PINTADAS/RN;Sim;;;;;
RN;240680;LAJES PINTADAS;;Não;;;;;
BA;291910;LAMARÃO;;Não;;;;;
PI;220560;LANDRI SALES;SECRETARIA MUNICIPAL DE SAUDE DE LANDRI SALES/PI;Sim;;;;;
PI;220560;LANDRI SALES;;Não;;;;;
BA;291915;LAPAO;SECRETARIA MUNICIPAL DE SAUDE DE LAPAO/BA;Sim;;;;;
BA;291915;LAPÃO;;Não;;;;;
PB;250840;LASTRO;;Não;;;;;
BA;291920;LAURO DE FREITAS;SECRETARIA MUNICIPAL DE SAUDE DE LAURO DE FREITAS/BA;Sim;;;;;
BA;291920;LAURO DE FREITAS;;Não;;;;;
CE;230750;LAVRAS DA MANGABEIRA;SECRETARIA MUNICIPAL DE SAUDE DE LAVRAS DA MANGABEIRA/CE;Sim;;;;;
CE;230750;LAVRAS DA MANGABEIRA;;Não;;;;;
BA;291930;LENÇÓIS;;Não;;;;;
BA;291940;LICÍNIO DE ALMEIDA;;Não;;;;;
MA;210600;LIMA CAMPOS;SECRETARIA MUNICIPAL DE SAUDE DE LIMA CAMPOS/MA;Sim;;;;;
MA;210600;LIMA CAMPOS;;Não;;;;;
PE;260890;LIMOEIRO;SECRETARIA MUNICIPAL DE SAUDE DE LIMOEIRO/PE;Sim;;;;;
PE;260890;LIMOEIRO;;Não;;;;;
AL;270420;LIMOEIRO DE ANADIA;SECRETARIA MUNICIPAL DE SAUDE DE LIMOEIRO DE ANADIA/AL;Sim;;;;;
AL;270420;LIMOEIRO DE ANADIA;;Não;;;;;
CE;230760;LIMOEIRO DO NORTE;SECRETARIA MUNICIPAL DE SAUDE DE LIMOEIRO DO NORTE/CE;Sim;;;;;
CE;230760;LIMOEIRO DO NORTE;;Não;;;;;
PB;250850;LIVRAMENTO;SECRETARIA MUNICIPAL DE SAUDE DE LIVRAMENTO/PB;Sim;;;;;
PB;250850;LIVRAMENTO;;Não;;;;;
BA;291950;LIVRAMENTO DE NOSSA SENHORA;SECRETARIA MUNICIPAL DE SAUDE DE LIVRAMENTO DO BRUMADO/BA;Sim;;;;;
BA;291950;LIVRAMENTO DE NOSSA SENHORA;;Não;;;;;
PB;250855;LOGRADOURO;;Não;;;;;
MA;210610;LORETO;SECRETARIA MUNICIPAL DE SAUDE DE LORETO/MA;Sim;;;;;
MA;210610;LORETO;;Não;;;;;
PB;250860;LUCENA;SECRETARIA MUNICIPAL DE SAUDE DE LUCENA/PB;Sim;;;;;
PB;250860;LUCENA;;Não;;;;;
RN;240690;LUCRÉCIA;;Não;;;;;
PI;220570;LUÍS CORREIA;;Não;;;;;
MA;210620;LUIS DOMINGUES;SECRETARIA MUNICIPAL DE SAUDE DE LUIS DOMINGUES/MA;Sim;;;;;
MA;210620;LUÍS DOMINGUES;;Não;;;;;
BA;291955;LUÍS EDUARDO MAGALHÃES;;Não;;;;;
RN;240700;LUÍS GOMES;;Não;;;;;
PI;220580;LUZILÂNDIA;;Não;;;;;
RN;240710;MACAIBA;SECRETARIA MUNICIPAL DE SAUDE DE MACAIBA/RN;Sim;;;;;
RN;240710;MACAÍBA;;Não;;;;;
BA;291960;MACAJUBA;SECRETARIA MUNICIPAL DE SAUDE DE MACAJUBA/BA;Sim;;;;;
BA;291960;MACAJUBA;;Não;;;;;
PE;260900;MACAPARANA;SECRETARIA MUNICIPAL DE SAUDE DE MACAPARANA/PE;Sim;;;;;
PE;260900;MACAPARANA;;Não;;;;;
BA;291970;MACARANI;SECRETARIA MUNICIPAL DE SAUDE DE MACARANI/BA;Sim;;;;;
BA;291970;MACARANI;;Não;;;;;
RN;240720;MACAU;;Não;;;;;
BA;291980;MACAÚBAS;;Não;;;;;
AL;270430;MACEIO;SECRETARIA MUNICIPAL DE SAUDE DE MACEIO/AL;Sim;;;;;
AL;270430;MACEIÓ;;Não;;;;;
PE;260910;MACHADOS;SECRETARIA MUNICIPAL DE SAUDE DE MACHADOS/PE;Sim;;;;;
PE;260910;MACHADOS;;Não;;;;;
BA;291990;MACURURE;SECRETARIA MUNICIPAL DE SAUDE DE MACURURE/BA;Sim;;;;;
BA;291990;MACURURÉ;;Não;;;;;
CE;230763;MADALENA;SECRETARIA MUNICIPAL DE SAUDE DE MADALENA/CE;Sim;;;;;
CE;230763;MADALENA;;Não;;;;;
PI;220585;MADEIRO;;Não;;;;;
BA;291992;MADRE DE DEUS;SECRETARIA MUNICIPAL DE SAUDE DE MADRE DE DEUS/BA;Sim;;;;;
BA;291992;MADRE DE DEUS;;Não;;;;;
